Datum;DE0007037129;DE0007164600;US5949181045;US4581401001;DE0005557508;DE000BASF111;DE000ENAG999;AU000000CUV3;DE000A0JK2A8;DE000A2YN900;^GDAXI;^MDAXI;^GSPC;WDI.DE;9BT.SG;VNRX;IE00B9KNR336;GB00B03MM408;GAZ.BE;CA3499151080
2012-03-01;34,68;51,08;23,97;;8,72;67,24;23,08;;10,95;;6.941,77;10.528,25;1.374,09;;;;;27,875;9,781;2,404
2012-03-02;34,73;51,20;24,485;;8,66;66,64;23,11;;11,233;;6.921,37;10.509,87;1.369,63;;;3,00;;27,875;9,957;2,405
2012-03-05;34,495;51,39;23,985;;8,676;65,65;22,78;;11,167;;6.866,46;10.384,78;1.364,33;;;3,00;;27,885;10,22;2,43
2012-03-06;34,445;50,75;24,15;;8,485;62,42;22,78;;11,033;;6.633,11;9.996,03;1.343,36;;;2,97;;27,415;9,732;2,461
2012-03-07;34,305;50,79;24,19;;8,53;63,01;21,92;;10,997;;6.671,11;10.107,69;1.352,63;;;3,00;;27,225;9,86;2,492
2012-03-08;35,045;51,80;24,21;;8,646;64,88;;;11,265;;6.834,54;10.431,16;1.365,91;;;2,97;;27,225;10,045;2,493
2012-03-09;35,27;52,40;24,375;;8,706;65,22;;;11,233;;6.880,21;10.513,84;1.370,87;;;2,98;;27,39;10,00;2,457
2012-03-12;35,455;52,70;24,445;;8,714;65,52;21,92;;11,317;;6.901,35;10.530,98;1.371,09;;;;;27,37;10,00;2,457
2012-03-13;35,755;53,48;24,80;;8,81;66,62;22,37;;11,283;;6.995,91;10.667,70;1.395,95;;;;;28,11;10,15;2,51
2012-03-14;36,15;53,88;25,185;;8,822;66,69;;;11,267;;7.079,42;10.665,70;1.394,28;;;2,98;;27,925;;2,509
2012-03-15;36,475;54,51;25,14;;8,835;67,44;;1,89;11,217;;7.144,45;10.726,20;1.402,60;;;2,97;;27,125;10,23;2,487
2012-03-16;36,90;54,51;24,88;;8,872;67,98;22,37;1,87;10,975;;7.157,82;10.749,31;1.404,17;;;2,97;;27,785;10,33;2,556
2012-03-19;36,82;54,43;24,30;;8,986;67,42;24,44;;10,917;;7.154,22;10.712,71;1.409,75;;;2,98;;27,50;9,95;2,612
2012-03-20;36,51;54,00;24,04;;9,034;67,23;;1,87;10,915;;7.054,94;10.575,18;1.405,52;;;3,00;;27,15;9,904;2,598
2012-03-21;36,40;54,06;24,18;;9,079;67,25;;1,86;10,233;;7.071,32;10.630,65;1.402,89;;;2,98;;27,15;9,568;2,628
2012-03-22;35,90;53,50;24,195;;9,047;65,92;;1,86;10,313;;6.981,26;10.573,05;1.392,78;;;;;26,965;9,353;2,737
2012-03-23;35,94;53,01;23,975;;9,106;65,85;;1,85;10,542;;6.995,62;10.656,55;1.397,11;;;2,98;;26,85;9,352;2,955
2012-03-26;36,41;53,11;24,28;;9,183;67,07;;1,90;10,603;;7.079,23;10.807,73;1.416,51;;;3,00;;26,85;9,509;2,793
2012-03-27;36,43;53,09;24,47;;9,244;67,20;24,44;1,88;10,667;;7.078,90;10.821,15;1.412,52;;;;;26,82;9,559;2,618
2012-03-28;36,11;52,86;24,30;;9,132;65,98;24,14;;10,533;;6.998,80;10.677,21;1.405,54;;;;;26,78;9,321;2,589
2012-03-29;35,65;52,25;24,04;;8,976;64,96;;1,88;10,557;;6.875,15;10.531,92;1.403,28;;;;;26,30;9,122;2,569
2012-03-30;35,805;52,36;24,20;;9,027;65,59;24,14;1,81;10,433;;6.946,83;10.703,10;1.408,47;;;;;26,505;9,235;2,605
2012-04-02;35,785;53,21;24,235;;9,108;66,61;24,00;;10,783;;7.056,65;10.873,22;1.419,04;;;;;26,465;9,295;2,617
2012-04-03;35,50;52,44;23,985;;9,045;65,69;24,00;;10,667;;6.982,28;10.853,01;1.413,38;;;3,00;;26,995;9,34;2,691
2012-04-04;34,94;51,25;23,79;;8,85;63,55;22,70;;10,467;;6.784,06;10.515,43;1.398,96;;;2,76;;26,62;9,479;2,747
2012-04-05;34,80;50,78;24,26;;8,801;63,48;22,57;;10,557;;6.775,26;10.600,66;1.398,08;;;;;26,50;9,355;2,728
2012-04-09;;;;;;;;;;;;;1.382,20;;;;;;;
2012-04-10;34,305;50,05;23,50;;8,681;62,01;22,57;;10,657;;6.606,43;10.332,73;1.358,59;;;;;26,48;8,939;2,926
2012-04-11;34,44;50,43;23,20;;8,754;62,69;22,70;;10,633;;6.674,73;10.439,13;1.368,71;;;2,76;;26,00;8,931;2,919
2012-04-12;34,63;50,67;23,405;;8,73;63,55;22,48;;10,617;;6.743,24;10.670,73;1.387,57;;;2,75;;25,375;9,022;2,981
2012-04-13;34,085;49,94;23,745;;8,559;61,63;21,70;;10,667;;6.583,90;10.494,00;1.370,26;;;3,03;;26,45;9,067;2,948
2012-04-16;34,90;49,00;23,70;;8,552;62,86;;1,81;10,667;;6.625,19;10.545,67;1.369,57;;;3,15;;26,53;9,119;3,069
2012-04-17;35,76;49,50;23,805;;8,704;65,57;;1,71;10,95;;6.801,00;10.747,35;1.390,78;;;3,15;;26,86;8,969;2,921
2012-04-18;35,585;49,655;23,86;;8,576;64,72;21,70;1,79;11,11;;6.732,03;10.661,55;1.385,14;;;3,16;;27,14;8,813;2,973
2012-04-19;35,72;49,31;24,00;;8,492;65,01;22,20;1,80;11,25;;6.671,22;10.601,98;1.376,92;;;3,25;;26,935;8,694;2,959
2012-04-20;33,97;49,64;24,74;;8,545;66,20;22,20;1,79;11,17;;6.750,12;10.649,50;1.378,53;;;;;26,82;8,686;2,961
2012-04-23;32,605;48,685;24,48;;8,419;63,67;21,96;;11,305;;6.523,00;10.270,48;1.366,94;;;3,25;;;8,732;2,966
2012-04-24;32,845;49,29;24,225;;8,532;63,93;22,30;1,79;11,213;;6.590,41;10.372,60;1.371,97;;;3,32;;26,82;8,537;2,961
2012-04-25;32,68;50,00;24,49;;8,527;65,19;22,30;1,70;10,85;;6.704,50;10.629,62;1.390,69;;;3,40;;26,50;8,51;2,932
2012-04-26;32,545;50,51;24,185;;8,478;65,00;22,45;1,70;10,933;;6.739,90;10.761,31;1.399,98;;;3,40;;26,50;8,489;2,935
2012-04-27;32,89;50,51;24,14;;8,529;65,25;;1,93;11,00;;6.801,32;10.910,11;1.403,36;;;3,45;;27,90;8,45;3,00
2012-04-30;32,475;50,09;24,17;;8,517;62,19;22,45;1,75;11,083;;6.761,19;10.828,25;1.397,91;;;;;27,50;8,765;3,01
2012-05-01;;;;;;;22,55;1,77;;;;;1.405,82;;;;;;;
2012-05-02;32,17;49,86;24,16;;8,45;61,31;22,55;;10,867;;6.710,77;10.828,22;1.402,31;;;;;27,845;8,716;2,916
2012-05-03;32,225;49,525;24,10;;8,438;60,92;22,35;;10,833;;6.694,44;10.850,14;1.391,57;;;;;27,765;8,656;2,943
2012-05-04;32,20;48,12;23,90;;8,456;59,49;21,00;;10,537;;6.561,47;10.588,95;1.369,10;;;;;27,824;8,619;2,941
2012-05-07;32,30;48,105;23,60;;8,511;58,98;20,59;;10,433;;6.569,48;10.625,80;1.369,58;;;;;27,30;8,372;2,953
2012-05-08;32,015;47,245;23,26;;8,563;57,46;20,59;;10,333;;6.444,74;10.416,30;1.363,72;;;;;26,83;8,452;2,946
2012-05-09;32,155;48,015;23,62;;8,543;57,57;19,74;;10,223;;6.475,31;10.446,59;1.354,58;;;;;26,83;7,941;2,966
2012-05-10;31,675;48,005;23,55;;8,80;58,21;20,39;1,77;10,463;;6.518,00;10.489,48;1.357,99;;;;;26,50;7,944;2,964
2012-05-11;31,81;48,865;24,30;;8,896;58,76;20,45;1,74;10,503;;6.579,93;10.554,99;1.353,39;;;;;26,42;7,963;2,96
2012-05-14;31,17;48,805;23,95;;8,819;57,69;20,02;1,74;10,417;;6.451,97;10.363,97;1.338,35;;;;;26,105;8,027;2,86
2012-05-15;30,685;48,12;23,77;;8,838;57,29;20,02;1,64;10,167;;6.401,06;10.332,76;1.330,66;;;;;26,12;7,683;2,973
2012-05-16;30,515;47,835;23,685;;8,759;57,34;19,12;;10,622;;6.384,26;10.331,43;1.324,80;;;3,45;;26,00;7,40;2,981
2012-05-17;30,22;47,51;;;8,699;56,82;18,93;1,64;11,30;;6.308,96;10.205,89;1.304,86;;;3,50;;25,615;;
2012-05-18;29,99;46,385;23,13;;8,75;56,94;;1,60;11,233;;6.271,22;10.043,67;1.295,22;;;;;25,435;7,068;2,566
2012-05-21;29,73;46,815;22,95;;8,838;57,47;;;10,803;;6.331,04;10.169,55;1.315,99;;;;;25,365;7,153;2,813
2012-05-22;30,495;47,81;23,40;;8,903;58,32;;;10,30;;6.435,60;10.427,42;1.316,63;;;;;26,01;7,19;3,024
2012-05-23;29,34;47,38;22,825;;8,704;56,78;;1,60;10,44;;6.285,75;10.228,24;1.318,86;;;;;25,74;7,075;2,999
2012-05-24;29,985;46,17;23,20;;8,875;57,08;;1,71;10,463;;6.315,89;10.231,52;1.320,68;;;;;25,945;6,996;3,099
2012-05-25;30,45;45,79;23,29;;8,163;57,05;;;11,165;;6.339,94;10.196,44;1.317,82;;;;;26,08;7,132;3,053
2012-05-28;29,70;46,17;;;8,095;57,01;;;11,302;;6.323,19;10.262,38;;;;;;26,84;;
2012-05-29;29,75;46,75;23,65;;8,005;57,95;;;11,165;;6.396,84;10.417,80;1.332,42;;;;;26,01;7,213;3,058
2012-05-30;29,485;45,93;23,525;;7,913;56,79;;;11,143;;6.280,80;10.208,56;1.313,32;;;;;25,88;7,278;3,083
2012-05-31;29,535;46,40;23,465;;7,974;56,38;18,93;;11,453;;6.264,38;10.147,82;1.310,33;;;;;26,01;7,25;3,149
2012-06-01;28,73;44,685;23,185;;7,808;54,06;17,82;1,71;10,903;;6.050,29;9.870,46;1.278,04;;;;;25,52;7,049;3,165
2012-06-04;28,48;44,155;22,81;;7,80;53,48;17,91;1,73;10,94;;5.978,23;9.715,52;1.278,18;;;;;24,93;7,039;3,168
2012-06-05;28,07;44,345;22,82;;7,711;53,45;17,91;;10,663;;5.969,40;9.733,42;1.285,50;;;;;24,705;7,294;3,144
2012-06-06;28,74;45,43;23,19;;7,802;54,66;18,02;;11,00;;6.093,99;10.036,10;1.315,13;;;;;25,75;7,371;3,115
2012-06-07;28,24;45,38;;;7,796;55,75;;;11,192;;6.144,22;10.228,44;1.314,99;;;;;25,75;;
2012-06-08;28,665;45,505;23,50;;7,834;55,47;;;11,333;;6.130,82;10.123,12;1.325,66;;;;;26,395;7,364;3,086
2012-06-11;28,57;46,215;23,535;;7,873;55,83;;1,73;11,50;;6.141,05;10.103,35;1.308,93;;;;;26,53;7,508;3,033
2012-06-12;28,76;46,015;23,265;;8,01;55,83;;1,55;11,327;;6.161,24;10.044,90;1.324,18;;;;;26,41;7,559;3,065
2012-06-13;28,995;46,05;23,45;;8,056;55,79;18,02;1,59;10,717;;6.152,49;9.981,88;1.314,88;;;;;26,835;7,39;3,059
2012-06-14;29,145;45,665;23,075;;8,104;55,10;18,81;1,65;10,605;;6.138,61;9.931,25;1.329,10;;;;;26,60;7,379;3,053
2012-06-15;29,73;46,465;23,90;;8,121;55,91;;1,64;10,552;;6.229,41;10.046,11;1.342,84;;;;;26,99;7,387;3,022
2012-06-18;29,54;46,695;23,885;;8,097;56,10;;1,66;10,50;;6.248,20;10.089,15;1.344,78;;;;;27,49;7,694;2,895
2012-06-19;30,17;47,68;24,195;;8,266;57,19;;;10,022;;6.363,36;10.297,46;1.357,98;;;;;27,65;7,635;2,968
2012-06-20;31,19;47,665;24,405;;8,404;56,87;;1,66;9,655;;6.392,13;10.403,71;1.355,69;;;;;27,80;7,663;2,953
2012-06-21;30,84;46,40;24,45;;8,336;56,35;;1,60;9,473;;6.343,13;10.372,53;1.325,51;;;;;27,585;7,48;2,938
2012-06-22;30,93;45,735;24,145;;8,471;54,09;;1,56;9,567;;6.263,25;10.175,72;1.335,02;;;3,50;;27,585;7,274;2,944
2012-06-25;29,94;45,05;23,81;;8,278;52,74;18,81;;9,402;;6.132,39;10.024,61;1.313,72;;;3,00;;27,13;7,479;2,941
2012-06-26;30,805;45,135;24,00;;8,376;53,05;19,95;;9,412;;6.136,69;9.963,21;1.319,99;;;3,50;;27,13;7,347;2,974
2012-06-27;31,60;45,755;24,26;;8,52;53,09;;;9,45;;6.228,99;10.014,34;1.331,85;;;;;27,10;7,356;2,92
2012-06-28;31,24;44,965;23,865;;8,463;51,89;;1,56;9,50;;6.149,91;9.941,27;1.329,04;;;3,50;;27,399;7,45;2,942
2012-06-29;32,175;46,545;24,155;;8,654;54,70;;1,55;9,50;;6.416,28;10.343,71;1.362,16;;;3,49;;28,14;7,357;2,901
2012-07-02;32,815;47,54;24,13;;8,713;55,25;19,95;;9,613;;6.496,08;10.454,46;1.365,51;;;3,48;;27,96;7,515;2,943
2012-07-03;33,315;47,865;24,28;;8,706;56,50;21,54;;9,667;;6.578,21;10.644,70;1.374,02;;;3,50;;28,20;7,562;2,934
2012-07-04;33,455;47,60;24,46;;8,665;57,10;;;9,737;;6.564,80;10.690,58;;;;;;28,28;7,741;2,862
2012-07-05;32,99;47,66;24,785;;8,657;56,89;20,79;;9,83;;6.535,56;10.606,38;1.367,58;;;;;28,365;7,704;2,858
2012-07-06;32,785;45,55;24,315;;8,502;56,10;20,87;;10,00;;6.410,11;10.448,74;1.354,68;;;;;28,505;7,697;2,942
2012-07-09;32,775;44,71;24,315;;8,543;55,46;20,87;;9,918;;6.387,57;10.423,76;1.352,46;;;;;28,125;7,665;2,961
2012-07-10;33,135;45,35;24,34;;8,581;55,38;20,80;;9,817;;6.438,33;10.565,23;1.341,47;;;;;28,77;7,70;2,968
2012-07-11;33,65;46,27;23,935;;8,725;54,97;21,60;;9,833;;6.453,85;10.446,17;1.341,45;;;;;28,45;7,585;3,017
2012-07-12;33,37;47,50;23,60;;8,683;54,66;21,60;;9,843;;6.419,35;10.388,28;1.334,76;;;;;28,45;7,606;2,961
2012-07-13;34,06;48,90;23,915;;9,178;55,96;21,50;;9,733;;6.557,10;10.621,23;1.356,78;;;3,50;;29,10;7,685;3,029
2012-07-16;34,205;49,03;24,025;;9,139;56,25;21,50;;10,288;;6.565,72;10.655,35;1.353,64;;;4,00;;29,32;7,631;3,031
2012-07-17;34,065;49,05;24,01;;9,181;56,91;22,10;;10,307;;6.577,64;10.649,83;1.363,67;;;;;29,40;7,672;3,08
2012-07-18;34,15;50,48;24,60;;9,378;57,46;;;10,233;;6.684,42;10.742,77;1.372,78;;;;;29,305;7,766;3,226
2012-07-19;33,885;51,00;24,81;;9,485;58,61;22,10;;10,333;;6.758,39;10.902,30;1.376,51;;;;;29,40;7,796;3,168
2012-07-20;31,87;50,58;24,70;;9,09;58,01;20,84;1,55;10,65;;6.630,02;10.807,07;1.362,66;;;;;29,50;7,881;3,179
2012-07-23;30,865;49,055;24,065;;8,909;56,24;20,84;1,71;10,38;;6.419,33;10.426,54;1.350,52;;;;;29,50;7,724;3,155
2012-07-24;30,38;50,77;24,035;;8,83;55,99;19,41;1,69;10,537;;6.390,41;10.454,00;1.338,31;;;;;29,06;7,512;3,173
2012-07-25;30,00;50,44;23,96;;8,808;56,16;19,89;1,71;10,472;;6.406,52;10.475,52;1.337,89;;;;;28,975;7,21;3,204
2012-07-26;31,43;51,41;23,725;;9,178;57,76;20,86;;10,49;;6.582,96;10.722,69;1.360,02;;;;;28,45;7,35;3,241
2012-07-27;31,82;52,22;23,96;;9,26;58,94;;;10,437;;6.689,40;10.854,74;1.385,97;;;;;28,22;7,55;3,175
2012-07-30;32,025;52,30;24,14;;9,198;60,24;;1,71;10,993;;6.774,06;10.935,81;1.385,30;;;4,00;;28,61;7,76;3,174
2012-07-31;32,00;51,86;24,06;;9,177;59,48;;1,70;11,00;;6.772,26;10.826,26;1.379,32;;;3,50;;28,88;7,578;3,177
2012-08-01;31,98;51,56;24,08;;9,207;59,08;20,86;;11,00;;6.754,46;10.891,68;1.375,32;;;4,10;;28,70;7,576;3,093
2012-08-02;31,035;51,26;23,965;;9,027;57,75;20,81;;11,20;;6.606,09;10.674,74;1.365,00;;;;;29,30;7,45;2,957
2012-08-03;32,555;52,59;24,25;;9,35;59,71;21,60;;11,30;;6.865,66;10.990,72;1.390,99;;;;;29,30;7,452;2,731
2012-08-06;33,05;52,90;24,35;;9,285;60,38;;;11,763;;6.918,72;11.125,80;1.394,23;;;;;29,33;7,86;2,868
2012-08-07;33,56;52,38;24,50;;9,40;61,21;;1,70;12,167;;6.967,95;11.167,50;1.401,35;;;;;29,70;7,858;2,81
2012-08-08;33,25;52,55;24,585;;9,39;60,94;;1,80;11,47;;6.966,15;11.053,79;1.402,22;;;;;29,60;7,911;2,572
2012-08-09;33,155;52,59;24,81;;9,205;60,99;;1,76;11,91;;6.964,99;11.064,24;1.402,80;;;;;29,69;7,949;2,833
2012-08-10;33,175;51,65;24,665;;9,204;60,93;21,60;;11,963;;6.944,56;11.054,55;1.405,87;;;4,10;;29,77;7,875;3,006
2012-08-13;32,945;51,79;24,50;;9,186;60,51;21,97;;11,833;;6.909,68;10.987,55;1.404,11;;;4,31;;29,60;7,95;2,912
2012-08-14;33,14;52,35;24,53;;9,35;61,26;;;11,847;;6.974,39;11.049,50;1.403,93;;;;;29,87;7,926;2,941
2012-08-15;32,915;52,07;24,56;;9,28;61,21;;1,76;11,868;;6.946,80;11.026,22;1.405,53;;;;;30,08;7,921;2,935
2012-08-16;33,34;51,94;24,78;;9,452;61,52;21,97;1,65;11,80;;6.996,29;11.093,73;1.415,51;;;;;30,11;7,892;2,978
2012-08-17;33,39;51,99;24,92;;9,456;62,05;22,42;1,61;11,667;;7.040,88;11.228,42;1.418,16;;;;;29,985;7,956;2,96
2012-08-20;33,40;52,46;24,835;;9,489;62,30;22,42;;11,80;;7.033,68;11.153,22;1.418,13;;;;;29,715;7,895;2,861
2012-08-21;33,385;52,86;24,745;;9,475;63,04;22,71;;11,81;;7.089,32;11.255,32;1.413,17;;;;;29,715;7,787;2,909
2012-08-22;33,135;51,97;24,52;;9,432;62,32;22,55;1,61;11,808;;7.017,75;11.138,01;1.413,49;;;;;29,40;7,79;2,839
2012-08-23;32,435;51,38;24,06;;9,359;61,68;22,36;1,69;11,887;;6.949,57;11.071,92;1.402,08;;;;;28,82;7,897;2,908
2012-08-24;32,80;51,69;24,205;;9,464;62,13;;;11,997;;6.971,07;11.014,23;1.411,13;;;;;29,16;7,79;2,938
2012-08-27;33,20;52,54;24,565;;9,575;62,82;;;11,965;;7.047,45;11.061,30;1.410,44;;;;;29,599;7,848;2,932
2012-08-28;33,015;51,78;24,41;;9,524;62,45;;1,69;11,953;;7.002,68;11.001,83;1.409,30;;;;;29,599;7,728;2,885
2012-08-29;33,045;52,04;24,30;;9,516;62,52;;1,79;12,00;;7.010,57;11.063,75;1.410,49;;;;;29,03;7,74;2,964
2012-08-30;32,95;51,52;24,20;;9,367;61,22;;1,79;11,637;;6.895,49;10.944,05;1.399,48;;;;;28,845;7,649;2,872
2012-08-31;33,345;52,41;24,515;;9,485;61,81;;1,66;11,773;;6.970,79;11.016,98;1.406,58;;;;;28,90;7,579;2,946
2012-09-03;33,88;53,03;24,54;;9,533;62,44;;;11,60;;7.014,83;11.051,28;;;;;;29,085;7,696;2,924
2012-09-04;33,76;52,38;24,045;;9,52;61,51;;;11,508;;6.932,58;10.898,95;1.404,94;;;;;28,84;7,708;2,932
2012-09-05;33,70;53,15;24,15;;9,54;61,43;22,36;;11,537;;6.964,69;10.887,27;1.403,44;;;;;28,549;7,677;2,953
2012-09-06;34,46;53,93;24,63;;9,737;63,77;23,70;;11,373;;7.167,33;11.115,15;1.432,12;;;;;;7,83;2,944
2012-09-07;35,20;53,79;24,125;;9,674;64,20;24,33;1,66;11,50;;7.214,50;11.177,52;1.437,92;;;;;28,549;7,992;2,932
2012-09-10;35,305;53,51;24,135;;9,641;64,13;24,33;1,65;11,567;;7.213,70;11.153,88;1.429,08;;;;;28,91;7,996;2,948
2012-09-11;35,785;53,70;24,055;;9,828;65,72;24,98;1,65;11,533;;7.310,11;11.184,79;1.433,56;;;;;;8,019;2,928
2012-09-12;35,92;54,40;24,115;;9,713;65,66;25,10;1,60;11,75;;7.343,53;11.183,27;1.436,56;;;;;28,91;8,047;2,928
2012-09-13;35,80;54,50;23,735;;9,701;65,00;25,29;;11,927;;7.310,32;11.017,95;1.459,99;;;;;29,07;7,974;2,941
2012-09-14;36,005;54,90;23,735;;9,687;66,63;25,29;1,60;12,253;;7.412,13;11.237,27;1.465,77;;;;;29,54;8,266;2,923
2012-09-17;35,73;54,90;23,70;;9,762;66,65;25,32;1,66;12,263;;7.403,69;11.161,61;1.461,19;;;;;28,795;8,38;2,876
2012-09-18;35,24;55,72;23,86;;9,632;66,78;24,95;1,63;12,043;;7.347,69;11.085,39;1.459,32;;;;;28,63;8,304;2,866
2012-09-19;35,175;56,00;23,88;;9,854;66,95;24,95;1,69;12,00;;7.390,76;11.123,46;1.461,05;;;;;28,70;8,325;2,918
2012-09-20;34,985;55,99;24,155;;10,015;67,44;24,70;1,69;11,633;;7.389,49;11.127,09;1.460,26;;;;;28,51;7,972;2,956
2012-09-21;35,01;56,30;24,075;;10,04;67,90;;1,60;11,693;;7.451,62;11.213,52;1.460,15;;;;;28,265;8,133;2,993
2012-09-24;35,03;56,04;23,825;;9,947;67,48;24,70;;11,60;;7.413,16;11.103,90;1.456,89;;;;;;8,038;2,958
2012-09-25;35,495;56,69;23,77;;9,768;67,90;24,71;;11,517;;7.425,11;11.165,47;1.441,59;;;;;28,265;8,019;2,993
2012-09-26;35,135;55,11;23,425;;9,688;66,72;24,11;;11,253;;7.276,51;10.950,53;1.433,32;;;;;28,35;7,884;3,072
2012-09-27;35,395;55,21;23,355;;9,729;66,55;24,11;;11,257;;7.290,02;11.012,53;1.447,15;;;;;27,98;7,83;3,02
2012-09-28;34,815;55,11;23,205;;9,575;65,65;23,69;1,60;11,147;;7.216,15;10.977,88;1.440,67;;;;;27,709;7,917;2,975
2012-10-01;35,045;55,11;22,90;;9,613;67,46;23,72;1,67;11,078;;7.326,73;11.129,47;1.444,49;;;;;27,85;7,895;3,023
2012-10-02;35,21;54,81;22,905;;9,739;66,61;23,97;;10,915;;7.305,86;11.150,93;1.445,75;;;;;27,885;7,945;2,949
2012-10-03;;;;;;;;1,67;;;;;1.450,99;;;;;;;
2012-10-04;35,39;54,24;22,83;;9,355;65,60;;1,61;11,083;;7.305,21;11.239,54;1.461,40;;;;;27,40;7,876;2,921
2012-10-05;35,87;55,03;22,955;;9,493;66,74;;;11,157;;7.397,87;11.349,69;1.460,93;;;;;27,67;7,878;2,914
2012-10-08;35,295;55,03;23,015;;9,35;65,47;;;11,14;;7.291,21;11.249,48;1.455,88;;;;;27,53;7,778;2,914
2012-10-09;34,62;54,60;22,86;;9,217;64,38;23,97;1,61;11,028;;7.234,53;11.203,37;1.441,48;;;;;27,16;7,873;2,976
2012-10-10;34,485;53,50;22,675;;9,208;64,08;23,19;1,56;10,925;;7.205,23;11.244,26;1.432,56;;;;;27,355;7,734;2,96
2012-10-11;34,865;54,01;22,535;;9,356;64,95;23,52;;10,907;;7.281,70;11.328,42;1.432,84;;;;;27,50;7,716;2,949
2012-10-12;34,56;54,19;22,375;;9,16;64,38;;;11,113;;7.232,49;11.231,35;1.428,59;;;;;27,33;7,674;2,925
2012-10-15;34,80;54,85;22,78;;9,039;64,90;;;11,458;;7.261,25;11.315,33;1.440,13;;;;;27,25;7,561;2,922
2012-10-16;35,42;55,48;22,70;;9,057;65,58;;;11,95;;7.376,27;11.471,41;1.454,92;;;;;27,415;7,615;2,908
2012-10-17;35,78;54,80;22,50;;9,07;65,50;;;11,92;;7.394,55;11.555,64;1.460,91;;;4,31;;27,48;7,615;2,93
2012-10-18;35,82;54,75;22,55;;9,073;66,17;;1,56;12,088;;7.437,23;11.556,11;1.457,34;;;4,10;;27,145;7,685;2,881
2012-10-19;35,52;54,40;22,065;;9,01;65,87;;1,65;12,043;;7.380,64;11.476,01;1.433,19;;;4,20;;27,00;7,655;2,889
2012-10-22;35,37;53,19;21,515;;8,934;65,15;;;12,242;;7.328,05;11.470,06;1.433,82;;;;;26,995;7,613;2,91
2012-10-23;35,08;52,86;21,64;;8,829;62,50;;1,65;12,088;;7.173,69;11.267,95;1.413,11;;;;;26,70;7,688;2,905
2012-10-24;34,92;55,07;21,575;;8,804;62,66;;1,61;12,333;;7.192,85;11.330,05;1.408,75;;;;;27,025;7,54;2,966
2012-10-25;34,67;55,00;21,545;;8,715;63,18;;1,64;13,33;;7.200,23;11.356,36;1.412,97;;;;;26,98;7,482;2,898
2012-10-26;34,865;55,24;21,73;;8,84;63,68;;;13,00;;7.231,85;11.413,57;1.411,94;;;;;26,77;7,426;2,943
2012-10-29;34,725;55,52;21,94;;8,784;63,57;;;13,00;;7.203,16;11.398,07;;;;;;27,185;7,378;2,984
2012-10-30;34,945;56,27;22,09;;8,83;64,10;;;13,28;;7.284,40;11.504,35;;;;;;27,345;7,381;2,995
2012-10-31;35,255;56,20;22,09;;8,809;63,93;;;13,127;;7.260,63;11.492,02;1.412,16;;;;;27,345;7,07;2,975
2012-11-01;35,42;56,84;;;8,89;64,70;23,52;;13,148;;7.335,67;11.607,45;1.427,59;;;;;27,71;;
2012-11-02;35,38;57,09;23,075;;8,658;65,09;22,36;1,64;13,202;;7.363,85;11.626,08;1.414,20;;;4,20;;28,105;7,207;2,97
2012-11-05;35,08;56,74;23,15;;8,581;64,36;22,17;1,73;13,193;;7.326,47;11.565,58;1.417,26;;;3,50;;28,02;7,12;2,978
2012-11-06;35,14;57,34;23,31;;8,595;64,87;22,10;;13,333;;7.377,76;11.656,15;1.428,39;;;;;28,175;7,188;3,004
2012-11-07;34,17;56,16;22,92;;8,489;63,47;22,10;1,73;13,137;;7.232,83;11.518,31;1.394,53;;;;;27,845;7,30;2,98
2012-11-08;33,47;56,22;22,895;;8,431;63,42;21,35;1,85;13,003;;7.204,96;11.382,55;1.377,51;;;;;27,745;7,061;2,999
2012-11-09;33,15;55,66;22,765;;8,348;63,17;20,86;1,85;12,828;;7.163,50;11.340,87;1.379,85;;;;;27,455;7,195;2,985
2012-11-12;33,315;55,67;22,285;;8,345;63,06;20,98;1,94;12,615;;7.168,76;11.317,97;1.380,03;;;;;27,655;7,28;3,003
2012-11-13;32,93;56,45;21,445;;8,37;64,09;18,65;1,96;12,763;;7.169,12;11.296,97;1.374,53;;;3,50;;27,63;6,97;3,018
2012-11-14;32,94;56,14;21,44;;8,312;63,63;18,03;1,96;12,89;;7.101,92;11.246,85;1.355,49;;;3,00;;27,00;6,879;2,985
2012-11-15;32,67;55,35;20,905;;8,354;63,20;;;12,912;;7.043,42;11.071,48;1.353,33;;;3,50;;26,645;6,855;3,003
2012-11-16;31,705;55,51;20,84;;8,164;62,50;18,03;1,80;12,747;;6.950,53;10.957,53;1.359,88;;;;;26,15;6,943;2,957
2012-11-19;32,01;57,15;20,91;;8,313;64,35;17,99;1,88;13,00;;7.123,84;11.172,03;1.386,89;;;;;26,379;7,026;2,948
2012-11-20;31,715;57,66;20,805;;8,296;65,80;17,93;1,84;13,013;;7.172,99;11.242,67;1.387,81;;;;;26,525;7,044;2,947
2012-11-21;32,025;58,82;20,99;;8,373;65,78;;;13,163;;7.184,71;11.274,41;1.391,03;;;3,50;;26,525;6,979;2,927
2012-11-22;32,09;59,11;21,26;;8,421;66,58;;;13,26;;7.244,99;11.381,73;;;;;;26,835;7,118;2,857
2012-11-23;32,38;59,63;21,305;;8,411;67,54;17,93;;13,26;;7.309,13;11.408,08;1.409,15;;;3,00;;26,835;7,07;2,852
2012-11-26;31,985;59,52;21,095;;8,385;67,39;18,03;1,84;13,30;;7.292,03;11.371,46;1.406,29;;;;;26,505;7,04;2,885
